Name,Type,Location,Conference,Division,URL
Grove City College,Private,"Grove City, Pennsylvania",Presidents' Athletic Conference,NCAA D3,https://www.gcc.edu/
Guilford College,Private,"Greensboro, North Carolina",Old Dominion Athletic Conf.,NCAA D3,https://www.guilford.edu/
Gustavus Adolphus College,Private,"Saint Peter, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://gustavus.edu/
Gwynedd Mercy University,Private,"Gwynedd Valley, Pennsylvania",Atlantic East Conference,NCAA D3,https://www.gmercyu.edu/
Hamilton College,Private,"Clinton, New York",New England Small College Athletic Conference,NCAA D3,https://www.hamilton.edu/
Hamline University,Private,"Saint Paul, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.hamline.edu/
Hampden-Sydney College,Private,"Hampden Sydney, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.hsc.edu/
Hanover College,Private,"Hanover, Indiana",Heartland Collegiate Athletic Conference,NCAA D3,https://www.hanover.edu/
Hardin-Simmons University,Private,"Abilene, Texas",American Southwest Conference,NCAA D3,https://www.hsutx.edu
Hartwick College,Private,"Oneonta, New York",Empire 7,NCAA D3,https://www.hartwick.edu/
Haverford College,Private,"Haverford, Pennsylvania",Centennial Conference,NCAA D3,https://www.haverford.edu/
Heidelberg University,Private,"Tiffin, Ohio",Ohio Athletic Conference,NCAA D3,https://www.heidelberg.edu/
Hendrix College,Private,"Conway, Arkansas",Southern Athletic Association,NCAA D3,https://www.hendrix.edu/
Hilbert College,Private,"Hamburg, New York",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.hilbert.edu/
Hiram College,Private,"Hiram, Ohio",North Coast Athletic Conference,NCAA D3,https://www.hiram.edu/
Hobart & William Smith College,Private,"Geneva, New York",Liberty League,NCAA D3,https://www.hws.edu/
Hollins University,Private,"Roanoke, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.hollins.edu/
Hood College,Private,"Frederick, Maryland",Middle Atlantic Conferences,NCAA D3,https://www.hood.edu/
Hope College,Private,"Holland, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://hope.edu/admissions/
Houghton University,Private,"Houghton, New York",Empire 7,NCAA D3,https://www.houghton.edu/
Howard Payne University,Private,"Brownwood, Texas",American Southwest Conference,NCAA D3,https://www.hputx.edu/
Huntingdon College,Private,"Montgomery, Alabama",Collegiate Conference of the South,NCAA D3,https://www.huntingdon.edu/
Husson University,Private,"Bangor, Maine",North Atlantic Conference,NCAA D3,https://www.husson.edu/
Illinois College,Private,"Jacksonville, Illinois",Midwest Conference,NCAA D3,https://www.ic.edu/
Illinois Institute of Technology,Private,"Chicago, Illinois",Northern Athletics Collegiate Conference,NCAA D3,https://www.iit.edu/
Illinois Wesleyan University,Private,"Bloomington, Illinois",College Conference of Illinois & Wisconsin,NCAA D3,https://www.iwu.edu/
Immaculata University,Private,"Immaculata, Pennsylvania",Atlantic East Conference,NCAA D3,https://www.immaculata.edu/
Ithaca College,Private,"Ithaca, New York",Liberty League,NCAA D3,https://www.ithaca.edu
John Carroll University,Private,"University Heights, Ohio",Ohio Athletic Conference,NCAA D3,https://www.jcu.edu/
Johns Hopkins University,Private,"Baltimore, Maryland",Centennial Conference,NCAA D3,https://apply.jhu.edu
Johnson & Wales University – Providence,Private,"Providence, Rhode Island",Great Northeast Athletic Conference,NCAA D3,https://www.jwu.edu/campuses/providence/index.html
Juniata College,Private,"Huntingdon, Pennsylvania",Landmark Conference,NCAA D3,https://www.juniata.edu
Kalamazoo College,Private,"Kalamazoo, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.kzoo.edu/
Kean University,Public,"Union, New Jersey",New Jersey Athletic Conference,NCAA D3,https://www.kean.edu/
Keene State College,Public,"Keene, New Hampshire",Little East Conference,NCAA D3,https://www.keene.edu/
Kenyon College,Private,"Gambier, Ohio",North Coast Athletic Conference,NCAA D3,https://www.kenyon.edu/
Keuka College,Private,"Keuka Park, New York",Empire 7,NCAA D3,https://www.keuka.edu/
Keystone College,Private,"La Plume, Pennsylvania",United East Conference,NCAA D3,https://www.keystone.edu/
King's College – Pennsylvania,Private,"Wilkes Barre, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.kings.edu/
Knox College,Private,"Galesburg, Illinois",Midwest Conference,NCAA D3,https://www.knox.edu/
La Roche University,Private,"Pittsburgh, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.laroche.edu/
LaGrange College,Private,"Lagrange, Georgia",Collegiate Conference of the South,NCAA D3,https://www.lagrange.edu/
Lake Forest College,Private,"Lake Forest, Illinois",Midwest Conference,NCAA D3,https://www.lakeforest.edu/
Lakeland University,Private,"Plymouth, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://lakeland.edu/
Lancaster Bible College,Private,"Lancaster, Pennsylvania",United East Conference,NCAA D3,https://www.lbc.edu/
Lasell University,Private,"Newton, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://www.lasell.edu/
Lawrence University,Private,"Appleton, Wisconsin",Midwest Conference,NCAA D3,https://www.lawrence.edu/
Lebanon Valley College,Private,"Annville, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.lvc.edu/
Lesley University,Private,"Cambridge, Massachusetts",North Atlantic Conference,NCAA D3,https://lesley.edu/
LeTourneau University,Private,"Longview, Texas",American Southwest Conference,NCAA D3,https://www.letu.edu
Lewis & Clark College,Private,"Portland, Oregon",Northwest Conference,NCAA D3,https://www.lclark.edu/
Linfield University,Private,"Mcminnville, Oregon",Northwest Conference,NCAA D3,https://www.linfield.edu/
Loras College,Private,"Dubuque, Iowa",American Rivers Conference,NCAA D3,https://loras.edu/
Luther College,Private,"Decorah, Iowa",American Rivers Conference,NCAA D3,https://www.luther.edu/
Lycoming College,Private,"Williamsport, Pennsylvania",Landmark Conference,NCAA D3,https://www.lycoming.edu/
Lyon College,Private,"Batesville, Arkansas",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://www.lyon.edu/
Macalester College,Private,"Saint Paul, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.macalester.edu/
Maine Maritime Academy,Public,"Castine, Maine",North Atlantic Conference,NCAA D3,https://mainemaritime.edu/
Manchester University,Private,"North Manchester, Indiana",Heartland Collegiate Athletic Conference,NCAA D3,https://www.manchester.edu/
Manhattanville University,Private,"Purchase, New York",Skyline Conference,NCAA D3,https://www.mville.edu/
Maranatha Baptist University,Private,"Watertown, Wisconsin",Division 3 Independents,NCAA D3,https://www.mbu.edu/
Marian University – Wisconsin,Private,"Fond Du Lac, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://www.marianuniversity.edu/
Marietta College,Private,"Marietta, Ohio",Ohio Athletic Conference,NCAA D3,https://www.marietta.edu/
Martin Luther College,Private,"New Ulm, Minnesota",Upper Midwest Athletic Conference,NCAA D3,https://mlc-wels.edu/
Mary Baldwin University,Private,"Staunton, Virginia",USA South Athletic Conference,NCAA D3,https://marybaldwin.edu/
Marymount University – Virginia,Private,"Arlington, Virginia",Atlantic East Conference,NCAA D3,https://marymount.edu/
Maryville College,Private,"Maryville, Tennessee",Collegiate Conference of the South,NCAA D3,https://www.maryvillecollege.edu/
Marywood University,Private,"Scranton, Pennsylvania",Atlantic East Conference,NCAA D3,https://www.marywood.edu/
Massachusetts College of Liberal Arts,Public,"North Adams, Massachusetts",Massachusetts State Collegiate Athletic Conference,NCAA D3,https://www.mcla.edu/
Massachusetts Institute of Technology – MIT,Private,"Cambridge, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://web.mit.edu/
Massachusetts Maritime Academy,Public,"Buzzards Bay, Massachusetts",Massachusetts State Collegiate Athletic Conference,NCAA D3,https://www.maritime.edu/
McDaniel College,Private,"Westminster, Maryland",Centennial Conference,NCAA D3,https://www.mcdaniel.edu/
McMurry University,Private,"Abilene, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://mcm.edu/
Meredith College,Private,"Raleigh, North Carolina",USA South Athletic Conference,NCAA D3,https://www.meredith.edu/
Messiah University,Private,"Mechanicsburg, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.messiah.edu/
Methodist University,Private,"Fayetteville, North Carolina",USA South Athletic Conference,NCAA D3,https://www.methodist.edu/
Middlebury College,Private,"Middlebury, Vermont",New England Small College Athletic Conference,NCAA D3,https://www.middlebury.edu/
Millikin University,Private,"Decatur, Illinois",College Conference of Illinois & Wisconsin,NCAA D3,https://millikin.edu/
Millsaps College,Private,"Jackson, Mississippi",Southern Athletic Association,NCAA D3,https://millsaps.edu/
Milwaukee School of Engineering,Private,"Milwaukee, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://www.msoe.edu/
Misericordia University,Private,"Dallas, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://misericordia.university-tour.com/
Mississippi University for Women,Public,"Columbus, Mississippi",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://www.muw.edu/
Mitchell College,Private,"New London, Connecticut",Great Northeast Athletic Conference,NCAA D3,https://mitchell.edu/
Monmouth College,Private,"Monmouth, Illinois",Midwest Conference,NCAA D3,https://www.monmouthcollege.edu/
Montclair State University,Public,"Montclair, New Jersey",New Jersey Athletic Conference,NCAA D3,https://www.montclair.edu/
Moravian University,Private,"Bethlehem, Pennsylvania",Landmark Conference,NCAA D3,https://www.moravian.edu/
Mount Aloysius College,Private,"Cresson, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.mtaloy.edu/
Mount Holyoke College,Private,"South Hadley, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://www.mtholyoke.edu/
Mount Mary University,Private,"Milwaukee, Wisconsin",Coast-To-Coast Athletic Conference,NCAA D3,https://mtmary.edu/
Mount Saint Mary College – New York,Private,"Newburgh, New York",Skyline Conference,NCAA D3,https://www.msmc.edu/
Mount St. Joseph University,Private,"Cincinnati, Ohio",Heartland Collegiate Athletic Conference,NCAA D3,https://www.msj.edu/
Muhlenberg College,Private,"Allentown, Pennsylvania",Centennial Conference,NCAA D3,https://www.muhlenberg.edu/
Muskingum University,Private,"New Concord, Ohio",Ohio Athletic Conference,NCAA D3,https://www.muskingum.edu/
Nazareth University,Private,"Rochester, New York",Empire 8,NCAA D3,https://www2.naz.edu/
Nebraska Wesleyan University,Private,"Lincoln, Nebraska",American Rivers Conference,NCAA D3,https://www.nebrwesleyan.edu/
Neumann University,Private,"Aston, Pennsylvania",Atlantic East Conference,NCAA D3,https://www.neumann.edu/
New England College,Private,"Henniker, New Hampshire",Great Northeast Athletic Conference,NCAA D3,https://www.nec.edu/
New Jersey City University,Public,"Jersey City, New Jersey",New Jersey Athletic Conference,NCAA D3,https://www.njcu.edu/
New York University,Private,"New York, New York",University Athletic Association,NCAA D3,https://www.nyu.edu/
Nichols College,Private,"Dudley, Massachusetts",Conference of New England,NCAA D3,https://www.nichols.edu/
North Carolina Wesleyan University,Private,"Rocky Mount, North Carolina",USA South Athletic Conference,NCAA D3,https://ncwu.edu/
North Central College,Private,"Naperville, Illinois",College Conference of Illinois & Wisconsin,NCAA D3,https://www.northcentralcollege.edu/
North Central University,Private,"Minneapolis, Minnesota",Upper Midwest Athletic Conference,NCAA D3,https://www.northcentral.edu/
North Park University,Private,"Chicago, Illinois",College Conference of Illinois & Wisconsin,NCAA D3,https://www.northpark.edu/
Northland College,Private,"Ashland, Wisconsin",Upper Midwest Athletic Conference,NCAA D3,https://www.northland.edu/
Norwich University,Private,"Northfield, Vermont",Great Northeast Athletic Conference,NCAA D3,https://www.norwich.edu/
Notre Dame of Maryland University,Private,"Baltimore, Maryland",United East Conference,NCAA D3,https://www.ndm.edu
Oberlin College,Private,"Oberlin, Ohio",North Coast Athletic Conference,NCAA D3,https://www.oberlin.edu/
Occidental College,Private,"Los Angeles, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.oxy.edu/
Oglethorpe University,Private,"Atlanta, Georgia",Southern Athletic Association,NCAA D3,https://oglethorpe.edu
Ohio Northern University,Private,"Ada, Ohio",Ohio Athletic Conference,NCAA D3,https://www.onu.edu/
Ohio Wesleyan University,Private,"Delaware, Ohio",North Coast Athletic Conference,NCAA D3,https://www.owu.edu/
Otterbein University,Private,"Westerville, Ohio",Ohio Athletic Conference,NCAA D3,https://www.otterbein.edu/
Pacific Lutheran University,Private,"Tacoma, Washington",Northwest Conference,NCAA D3,https://www.plu.edu/
Pacific University,Private,"Forest Grove, Oregon",Northwest Conference,NCAA D3,https://www.pacificu.edu/
Penn State Abington,Public,"Abington, Pennsylvania",United East Conference,NCAA D3,https://www.abington.psu.edu/
Penn State Altoona,Public,"Altoona, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://altoona.psu.edu/
Penn State Berks,Public,"Reading, Pennsylvania",United East Conference,NCAA D3,https://berks.psu.edu/
Penn State Brandywine,Public,"Media, Pennsylvania",United East Conference,NCAA D3,https://www.brandywine.psu.edu/
Penn State Erie – The Behrend College,Public,"Erie, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://behrend.psu.edu/
Penn State Harrisburg,Public,"Middletown, Pennsylvania",United East Conference,NCAA D3,https://harrisburg.psu.edu/
Pennsylvania College of Technology,Public,"Williamsport, Pennsylvania",United East Conference,NCAA D3,https://www.pct.edu/
Pfeiffer University,Private,"Misenheimer, North Carolina",USA South Athletic Conference,NCAA D3,https://www.pfeiffer.edu/
Piedmont University,Private,"Demorest, Georgia",Collegiate Conference of the South,NCAA D3,https://www.piedmont.edu/
Plymouth State University,Public,"Plymouth, New Hampshire",Little East Conference,NCAA D3,https://www.plymouth.edu/
Pomona-Pitzer Colleges,Private,"Claremont, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.pomona.edu/
Pratt Institute,Private,"Brooklyn, New York",Atlantic East Conference,NCAA D3,https://www.pratt.edu/
Principia College,Private,"Elsah, Illinois",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://www.principiacollege.edu/
Ramapo College of New Jersey,Public,"Mahwah, New Jersey",New Jersey Athletic Conference,NCAA D3,https://www.ramapo.edu/
Randolph College,Private,"Lynchburg, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.randolphcollege.edu/
Randolph-Macon College,Private,"Ashland, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.rmc.edu/
Regis College,Private,"Weston, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://www.regiscollege.edu/
Rensselaer Polytechnic Institute – RPI,Private,"Troy, New York",Liberty League,NCAA D3,https://www.rpi.edu/
Rhode Island College,Public,"Providence, Rhode Island",Little East Conference,NCAA D3,https://www.ric.edu/
Rhodes College,Private,"Memphis, Tennessee",Southern Athletic Association,NCAA D3,https://www.rhodes.edu/
Ripon College,Private,"Ripon, Wisconsin",Midwest Conference,NCAA D3,https://ripon.edu/
Rivier University,Private,"Nashua, New Hampshire",Great Northeast Athletic Conference,NCAA D3,https://www.rivier.edu
Roanoke College,Private,"Salem, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.roanoke.edu/
Rochester Institute of Technology,Private,"Rochester, New York",Liberty League,NCAA D3,https://www.rit.edu/
Rockford University,Private,"Rockford, Illinois",Northern Athletics Collegiate Conference,NCAA D3,https://www.rockford.edu/
Roger Williams University,Private,"Bristol, Rhode Island",Conference of New England,NCAA D3,https://www.rwu.edu/
Rose-Hulman Institute of Technology,Private,"Terre Haute, Indiana",Heartland Collegiate Athletic Conference,NCAA D3,https://www.rose-hulman.edu/
Rosemont College,Private,"Rosemont, Pennsylvania",United East Conference,NCAA D3,https://rosemont.edu/
Rowan University,Public,"Glassboro, New Jersey",New Jersey Athletic Conference,NCAA D3,https://www.rowan.edu/
Russell Sage College,Private,"Troy, New York",Empire 8,NCAA D3,https://www.sage.edu/
Rutgers University – Camden,Public,"Camden, New Jersey",New Jersey Athletic Conference,NCAA D3,https://camden.rutgers.edu/
Rutgers University – Newark,Public,"Newark, New Jersey",New Jersey Athletic Conference,NCAA D3,https://admissions.rutgers.edu/
Saint Elizabeth University,Private,"Morristown, New Jersey",United East Conference,NCAA D3,https://www.steu.edu/
Saint John's University – Minnesota,Private,"Collegeville, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.csbsju.edu
Saint Joseph's College of Maine,Private,"Standish, Maine",Great Northeast Athletic Conference,NCAA D3,https://www.sjcme.edu/
Saint Mary's College – Indiana,Private,"Notre Dame, Indiana",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.saintmarys.edu/
Saint Mary's University of Minnesota,Private,"Winona, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://smumn.edu/
Saint Vincent College – Pennsylvania,Private,"Latrobe, Pennsylvania",Presidents' Athletic Conference,NCAA D3,https://www.stvincent.edu/
Salem College,Private,"Winston Salem, North Carolina",USA South Athletic Conference,NCAA D3,https://www.salem.edu/
Salem State University,Public,"Salem, Massachusetts",Massachusetts State Collegiate Athletic Conference,NCAA D3,https://www.salemstate.edu/
Salisbury University,Public,"Salisbury, Maryland",Coast-To-Coast Athletic Conference,NCAA D3,https://www.salisbury.edu/
Salve Regina University,Private,"Newport, Rhode Island",New England Women's and Men's Athletic Conference,NCAA D3,https://salve.edu
Sarah Lawrence College,Private,"Bronxville, New York",Skyline Conference,NCAA D3,https://www.sarahlawrence.edu/
Schreiner University,Private,"Kerrville, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://schreiner.edu/
Sewanee – The University of the South,Private,"Sewanee, Tennessee",Southern Athletic Association,NCAA D3,https://new.sewanee.edu/
Shenandoah University,Private,"Winchester, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.su.edu/
Simmons University,Private,"Boston, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://www.simmons.edu/
Simpson College,Private,"Indianola, Iowa",American Rivers Conference,NCAA D3,https://simpson.edu/
Skidmore College,Private,"Saratoga Springs, New York",Liberty League,NCAA D3,https://www.skidmore.edu/
Smith College,Private,"Northampton, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://www.smith.edu/
Southern Virginia University,Private,"Buena Vista, Virginia",USA South Athletic Conference,NCAA D3,https://svu.edu/
Southwestern University,Private,"Georgetown, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://www.southwestern.edu/
Spalding University,Private,"Louisville, Kentucky",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://spalding.edu/
Springfield College,Private,"Springfield, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://springfield.edu/
St. Catherine University,Private,"Saint Paul, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.stkate.edu/
St. John Fisher College,Private,"Rochester, New York",Empire 8,NCAA D3,https://www.sjf.edu/
St. Joseph's University – New York,Private,"Brooklyn, New York",Skyline Conference,NCAA D3,https://www.sjny.edu/long-island
"St. Joseph's University, New York L.I.",Private,"Patchogue, New York",Skyline Conference,NCAA D3,https://www.sjny.edu/long-island
St. Lawrence University,Private,"Canton, New York",Liberty League,NCAA D3,https://www.stlawu.edu/
St. Mary's College of Maryland,Public,"St. Mary's City, Maryland",United East Conference,NCAA D3,https://www.smcm.edu/
St. Norbert College,Private,"De Pere, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://www.snc.edu/
St. Olaf College,Private,"Northfield, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://wp.stolaf.edu/
Stevens Institute of Technology,Private,"Hoboken, New Jersey",Middle Atlantic Conferences,NCAA D3,https://www.stevens.edu/
Stevenson University,Private,"Stevenson, Maryland",Middle Atlantic Conferences,NCAA D3,https://www.stevenson.edu/
Stockton University,Public,"Galloway, New Jersey",New Jersey Athletic Conference,NCAA D3,https://www.stockton.edu/
Suffolk University,Private,"Boston, Massachusetts",Conference of New England,NCAA D3,https://www.suffolk.edu/
Sul Ross State University,Public,"Alpine, Texas",Lone Star Conference,NCAA D3,https://www.sulross.edu/
SUNY Canton,Public,"Canton, New York",State University of New York Athletic Conference,NCAA D3,https://www.canton.edu/
SUNY College at Brockport,Public,"Brockport, New York",Empire 7,NCAA D3,https://www.brockport.edu/
SUNY College at Old Westbury,Public,"Old Westbury, New York",Skyline Conference,NCAA D3,https://www.oldwestbury.edu/
SUNY College at Oneonta,Public,"Oneonta, New York",State University of New York Athletic Conference,NCAA D3,https://suny.oneonta.edu/
SUNY College of Agriculture & Technology at Cobleskill,Public,"Cobleskill, New York",North Atlantic Conference,NCAA D3,https://www.cobleskill.edu/
SUNY Cortland,Public,"Cortland, New York",State University of New York Athletic Conference,NCAA D3,https://www2.cortland.edu/home/
SUNY Delhi,Public,"Delhi, New York",North Atlantic Conference,NCAA D3,https://www.delhi.edu/
SUNY Fredonia,Public,"Fredonia, New York",State University of New York Athletic Conference,NCAA D3,https://www.fredonia.edu/
SUNY Geneseo,Public,"Geneseo, New York",Empire 8,NCAA D3,https://www.geneseo.edu/
SUNY Maritime College,Public,"Throggs Neck, New York",Skyline Conference,NCAA D3,https://www.sunymaritime.edu/
SUNY Morrisville,Public,"Morrisville, New York",State University of New York Athletic Conference,NCAA D3,https://www.morrisville.edu/
SUNY New Paltz,Public,"New Paltz, New York",State University of New York Athletic Conference,NCAA D3,https://www.newpaltz.edu/
SUNY Oswego,Public,"Oswego, New York",State University of New York Athletic Conference,NCAA D3,https://ww1.oswego.edu
SUNY Plattsburgh,Public,"Plattsburgh, New York",State University of New York Athletic Conference,NCAA D3,https://www.plattsburgh.edu/
SUNY Polytechnic Institute,Public,"Utica, New York",Empire 8,NCAA D3,https://sunypoly.edu/
SUNY Potsdam,Public,"Potsdam, New York",State University of New York Athletic Conference,NCAA D3,https://www.potsdam.edu/
SUNY Purchase College,Public,"Purchase, New York",Skyline Conference,NCAA D3,https://www.purchase.edu/
Susquehanna University,Private,"Selinsgrove, Pennsylvania",Landmark Conference,NCAA D3,https://www.susqu.edu/
Swarthmore College,Private,"Swarthmore, Pennsylvania",Centennial Conference,NCAA D3,https://www.swarthmore.edu/
Sweet Briar College,Private,"Sweet Briar, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.sbc.edu/
Texas Lutheran University,Private,"Seguin, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://www.tlu.edu/
The College of New Jersey,Public,"Ewing, New Jersey",New Jersey Athletic Conference,NCAA D3,https://tcnj.edu/
The College of St. Scholastica,Private,"Duluth, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.css.edu/
Thiel College,Private,"Greenville, Pennsylvania",Presidents' Athletic Conference,NCAA D3,https://www.thiel.edu/
Thomas College,Private,"Waterville, Maine",North Atlantic Conference,NCAA D3,https://www.thomas.edu/
Transylvania University,Private,"Lexington, Kentucky",Heartland Collegiate Athletic Conference,NCAA D3,https://www.transy.edu/
Trine University,Private,"Angola, Indiana",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.trine.edu/
Trinity College – Connecticut,Private,"Hartford, Connecticut",New England Small College Athletic Conference,NCAA D3,https://www.trincoll.edu/
Trinity University – Texas,Private,"San Antonio, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://www.trinity.edu
Trinity Washington University,Private,"Washington, District Of Columbia",Division 3 Independents,NCAA D3,https://discover.trinitydc.edu/
Tufts University,Private,"Medford, Massachusetts",New England Small College Athletic Conference,NCAA D3,https://www.tufts.edu/
Union College – New York,Private,"Schenectady, New York",Liberty League,NCAA D3,https://www.union.edu/
United States Coast Guard Academy,Public,"New London, Connecticut",New England Women's and Men's Athletic Conference,NCAA D3,https://uscga.edu/
United States Merchant Marine Academy,Public,"Kings Point, New York",Skyline Conference,NCAA D3,https://www.usmma.edu/
University of California – Santa Cruz,Public,"Santa Cruz, California",Coast-To-Coast Athletic Conference,NCAA D3,https://www.ucsc.edu/
University of Chicago,Private,"Chicago, Illinois",University Athletic Association,NCAA D3,https://www.uchicago.edu/
University of Dallas,Private,"Irving, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://udallas.edu/
University of Dubuque,Private,"Dubuque, Iowa",American Rivers Conference,NCAA D3,https://www.dbq.edu/
University of Hartford,Private,"West Hartford, Connecticut",Conference of New England,NCAA D3,https://www.hartford.edu/
University of La Verne,Private,"La Verne, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://laverne.edu/
University of Lynchburg,Private,"Lynchburg, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.lynchburg.edu/
University of Maine at Farmington,Public,"Farmington, Maine",North Atlantic Conference,NCAA D3,https://www.umf.maine.edu/
University of Maine at Presque Isle,Public,"Presque Isle, Maine",North Atlantic Conference,NCAA D3,https://www.umpi.edu/
University of Mary Hardin-Baylor,Private,"Belton, Texas",American Southwest Conference,NCAA D3,https://www.umhb.edu/
University of Mary Washington,Public,"Fredericksburg, Virginia",Coast-To-Coast Athletic Conference,NCAA D3,https://www.umw.edu/
University of Massachusetts – Boston,Public,"Boston, Massachusetts",Little East Conference,NCAA D3,https://www.umb.edu/
University of Massachusetts – Dartmouth,Public,"Dartmouth, Massachusetts",Little East Conference,NCAA D3,https://www.umassd.edu/
University of Minnesota – Morris,Public,"Morris, Minnesota",Upper Midwest Athletic Conference,NCAA D3,https://morris.umn.edu/
University of Mount Saint Vincent,Private,"Bronx, New York",Skyline Conference,NCAA D3,https://mountsaintvincent.edu/
University of Mount Union,Private,"Alliance, Ohio",Ohio Athletic Conference,NCAA D3,https://www.mountunion.edu/
University of New England,Private,"Biddeford, Maine",Conference of New England,NCAA D3,https://www.une.edu/
University of Northwestern – St. Paul,Private,"Saint Paul, Minnesota",Upper Midwest Athletic Conference,NCAA D3,https://www.unwsp.edu/
University of Olivet,Private,"Olivet, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.uolivet.edu
University of Pittsburgh – Bradford,Public,"Bradford, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.upb.pitt.edu/
University of Pittsburgh – Greensburg,Public,"Greensburg, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.greensburg.pitt.edu/admissions
University of Puget Sound,Private,"Tacoma, Washington",Northwest Conference,NCAA D3,https://www.pugetsound.edu/
University of Redlands,Private,"Redlands, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.redlands.edu/
University of Rochester,Private,"Rochester, New York",University Athletic Association,NCAA D3,https://www.rochester.edu/
University of Saint Joseph,Private,"West Hartford, Connecticut",Great Northeast Athletic Conference,NCAA D3,https://www.usj.edu/
University of Scranton,Private,"Scranton, Pennsylvania",Landmark Conference,NCAA D3,https://www.scranton.edu/
University of Southern Maine,Public,"Portland, Maine",Little East Conference,NCAA D3,https://usm.maine.edu/
University of St. Thomas – Texas,Private,"Houston, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://www.stthom.edu/Home/Index.aqf
University of Texas at Dallas,Public,"Richardson, Texas",Lone Star Conference,NCAA D3,https://www.utdallas.edu/
University of the Ozarks,Private,"Clarksville, Arkansas",Southern Collegiate Athletic Conference,NCAA D3,https://ozarks.edu/
University of Valley Forge,Private,"Phoenixville, Pennsylvania",United East Conference,NCAA D3,https://valleyforge.edu/
University of Wisconsin – Eau Claire,Public,"Eau Claire, Wisconsin",Wisconsin Intercollegiate Athletic Conference,NCAA D3,https://www.uwec.edu/
University of Wisconsin – La Crosse,Public,"La Crosse, Wisconsin",Wisconsin Intercollegiate Athletic Conference,NCAA D3,https://www.uwlax.edu/
University of Wisconsin – Oshkosh,Public,"Oshkosh, Wisconsin",Wisconsin Intercollegiate Athletic Conference,NCAA D3,https://www.uwosh.edu/
University of Wisconsin – Platteville,Public,"Platteville, Wisconsin",Wisconsin Intercollegiate Athletic Conference,NCAA D3,https://www.uwplatt.edu/
